id,name,lat,lon,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000118,노형동 무료 주차장,33.48356077,126.4701194,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000119,노형동 무료 주차장,33.48194109,126.471837,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000120,건입동 무료 주차장,33.51542803,126.5424581,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000121,건입동 무료 주차장,33.51532136,126.5311262,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000122,건입동 무료 주차장,33.51628294,126.5354368,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000123,이호동 무료 주차장,33.49752892,126.449582,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000124,이호동 무료 주차장,33.49707009,126.4522666,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000125,화북동 무료 주차장,33.51978258,126.5734602,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000126,화북동 무료 주차장,33.51793512,126.5766657,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000127,연동 무료 주차장,33.49046625,126.4951335,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000128,화북동 무료 주차장,33.5245108,126.5659875,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000129,일도이동 무료 주차장,33.51289712,126.5350202,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000130,화북동 무료 주차장,33.5195859,126.5689103,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000131,화북동 무료 주차장,33.52231067,126.5628483,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000132,화북동 무료 주차장,33.52217384,126.5650465,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000133,화북동 무료 주차장,33.51424737,126.5625725,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000134,삼도일동 무료 주차장,33.49970056,126.5162703,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000135,삼도일동 무료 주차장,33.50137232,126.5196101,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000136,삼양동 무료 주차장,33.50883359,126.5880937,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000137,연동 무료 주차장,33.46958675,126.493244,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000138,연동 무료 주차장,33.48853364,126.4968498,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000139,연동 무료 주차장,33.4829666,126.497854,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000140,오라동 무료 주차장,33.4975411,126.5158767,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000141,일도이동 무료 주차장,33.5115045,126.5381342,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000142,노형동 무료 주차장,33.4831631,126.4773673,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000143,화북동 무료 주차장,33.51927361,126.5645131,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000144,이도이동 무료 주차장,33.49775874,126.5425925,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000145,봉개동 무료 주차장,33.44004881,126.6252034,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000146,건입동 무료 주차장,33.52004074,126.5342262,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000147,오라동 무료 주차장,33.46593384,126.5130266,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000148,건입동 무료 주차장,33.51604715,126.530748,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000149,이도이동 무료 주차장,33.49949149,126.5442746,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000150,모로왓 제1 공영주차장,33.51065194,126.5441847,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000151,이도이동 무료 주차장,33.48749422,126.5330268,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000152,이도이동 무료 주차장,33.48878399,126.5330696,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000153,이도이동 무료 주차장,33.48842955,126.534356,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000154,이도이동 무료 주차장,33.48694314,126.5352202,,,,,,,,,,,,,,,,,,,,,,,,,,,
