"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
405-2-000026,노형 제1,공영,노외,,제주특별자치도 제주시 노형동 1282-1,64,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.486368,126.4777201,2021-08-18
405-2-000027,노형 제2,공영,노외,,제주특별자치도 제주시 노형동 1290-3,144,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.48729718,126.4798446,2021-08-18
405-2-000028,노형 제3,공영,노외,,제주특별자치도 제주시 노형동 1043-1,45,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.48959868,126.4765015,2021-08-18
405-2-000029,노형동주민센터 서측,공영,노외,,제주특별자치도 제주시 노형동 3793,57,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.48330099,126.4768484,2021-08-18
405-2-000030,북수구,공영,노외,,제주특별자치도 제주시 일도일동 1225,51,1,미시행,평일+토요일+공휴일,09:00,22:00,08:00,22:00,08:00,22:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.51431641,126.5277313,2021-08-18
405-2-000031,산짓물,공영,노외,,제주특별자치도 제주시 건입동 1327,71,1,미시행,평일+토요일+공휴일,09:00,22:00,08:00,22:00,08:00,22:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.51615267,126.5290026,2021-08-18
405-2-000032,도두동 무료 주차장,공영,노외,,제주특별자치도 제주시 도두일동 2630,34,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50593309,126.4653145,2021-08-18
405-2-000033,도두동 무료 주차장,공영,노외,,제주특별자치도 제주시 도두일동 2618-1,29,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50433522,126.4637493,2021-08-18
405-2-000034,도두동 무료 주차장,공영,노외,,제주특별자치도 제주시 도두일동 1212,625,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49724567,126.4763957,2021-08-18
405-2-000035,삼양동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼양일동 1579-1,57,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52949611,126.5934961,2021-08-18
405-2-000036,삼양동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼양일동 1598-2,40,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52650424,126.5880652,2021-08-18
405-2-000037,삼양동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼양일동 1628-7,52,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52707448,126.5906395,2021-08-18
405-2-000038,삼양동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼양일동 1657-8,104,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52531015,126.586922,2021-08-18
405-2-000039,삼양동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼양이동 2133-5,75,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52214077,126.5849176,2021-08-18
405-2-000040,삼양동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼양이동 2176-13,79,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51958636,126.5828031,2021-08-18
405-2-000041,삼양동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼양이동 2135-10,25,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52129382,126.5849636,2021-08-18
405-2-000042,삼양동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼양일동 1592-2,40,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52841329,126.5926201,2021-08-18
405-2-000043,삼양동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼양일동 1569-41,120,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52607757,126.5870203,2021-08-18
405-2-000044,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담이동 928-31,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51230395,126.5042163,2021-08-18
405-2-000045,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담이동 928-89,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.5121609,126.5043157,2021-08-18
405-2-000046,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담삼동 519-12,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51574983,126.5058685,2021-08-18
405-2-000047,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담삼동 2396-1,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.518502,126.4887999,2021-08-18
405-2-000048,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담이동 2686-7,3,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50605356,126.5107487,2021-08-18
405-2-000049,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담삼동 1071,130,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51742297,126.5003289,2021-08-18
405-2-000050,삼도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도이동 807-1,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50872035,126.5218959,2021-08-18
405-2-000051,삼도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도이동 807-3,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50857613,126.5218983,2021-08-18
405-2-000052,삼도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도이동 1158-99,2,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51519462,126.5182018,2021-08-18
405-2-000053,삼도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도이동 1158-33,3,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51535957,126.518425,2021-08-18
405-2-000054,이도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도일동 1285-1,71,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50467991,126.530122,2021-08-18
405-2-000055,이도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도일동 1554-1,5,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50842285,126.5264427,2021-08-18
405-2-000056,이도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도일동 1261-1,21,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50511593,126.5311586,2021-08-18
405-2-000057,이도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도일동 1348-1,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51206773,126.5249838,2021-08-18
405-2-000058,이도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도일동 1502-2,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50976976,126.5267427,2021-08-18
